Agency,Description,Uploaded On,Link,Value,basic_contract_info_idv_or_award_type,basic_contract_info_idv_or_award_status,basic_contract_info_procurement_identifier,basic_contract_info_modification_number,basic_contract_info_reason_for_modification,basic_contract_info_date_signed,agency_info_contracting_office_agency_id,agency_info_contracting_office_office_id,agency_info_contracting_office_office_name,agency_info_funding_office_agency_id,agency_info_funding_office_agency_name,agency_info_funding_office_office_id,agency_info_funding_office_office_name,contractor_info_unique_entity_id,contractor_info_legal_business_name,contractor_info_congressional_district,contractor_info_zip,contractor_info_business_types,contractor_info_socio_economic_data,contractor_info_certifications,contract_details_performance_start_date,contract_details_last_date_to_order,contract_details_major_program,contract_details_product_service_code,contract_details_product_service_description,contract_details_naics_code,contract_details_naics_description,contract_details_requirement_description,processing_error
SOCIAL SECURITY ADMINISTRATION,"DISABILITY ANALYSIS FILE (DAF) CONSTRUCTION: THE CONTRACTOR WILL BE DEVELOPING THE DISABILITY ANALYSIS FILE, MAKING SIGNIFICANT ADJUSTMENTS TO THE FILE STRUCTURE AND PROCESSING TO ENSURE GREATER EFFICIENCIES AND DISCLOSURE PROTECTIONS",2/19/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324FDS030017&modNumber=P00002&idvAgencyID=&idvPIID=28321322D00060010&contractType=AWARD,"$1,297,464 ",Delivery/Task Order,Final,2800 28321324FDS030017,P00002,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/20/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,UJMMR3K2CDK6,MATHEMATICA INC.,DISTRICT OF COLUMBIA 98,200024893,"Corporate Entity, Not Tax Exempt
For Profit Organization
Subchapter S Corporation",,,12/6/23,,CONSTRUCTION OF T,B599,SPECIAL STUDIES/ANALYSIS- OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,"Development of the Disability Analysis File (DAF) - Termination for
(Limit 250 characters)convenience of the government.",
SOCIAL SECURITY ADMINISTRATION,ANALYSIS OF SSAS IT PORTFOLIO -- THE CONTRACTOR SHALL PROVIDE INDEPENDENT AND OBJECTIVE ANALYSES AND RECOMMENDATIONS IN ORDER TO IDENTIFY CONTRACT COST SAVINGS OPPORTUNITIES WITHIN THE AGENCYS EXISTING IT PORTFOLIO,2/19/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324FDX030095&modNumber=P00001&idvAgencyID=&idvPIID=TIRNO99D00005&contractType=AWARD,"$629,238 ",BPA Call,NEW,4732,0,,,4732,,,,,,,,,,,,,,,,,,,,,,
SOCIAL SECURITY ADMINISTRATION,AGENCY PRODUCT FRAMEWORK SERVICES - EMPLOYEE EXPERIENCE/ORGANIZATIONAL HEALTH AND DESIGN IMPROVEMENT.,2/19/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324FA0010286&modNumber=P00001&idvAgencyID=&idvPIID=28321322A00040006&contractType=AWARD,"$399,965 ",BPA Call,Final,2800 28321324FA0010286,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/21/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,S6E3F7X6ACA4,"CLEARING, INC., THE",DISTRICT OF COLUMBIA 98,200362603,"Corporate Entity, Not Tax Exempt",,,9/26/24,,AGENCY PRODUCT FR,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMEN,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,"Agency Product Framework Services - Employee
(Limit 250 characters)Experience/Organizational Health and Design Improvement.",
SOCIAL SECURITY ADMINISTRATION,"THE PURPOSE OF THIS REQUIREMENT IS TO OBTAIN SERVICES TO ENHANCE PLAN OF ACTION AND MILESTONE (POA&M) MANAGEMENT, SUPPORT EXPANDING WORKLOAD AND MECHANISMS FOR MONITORING COMPLIANCE TO FEDERAL AND SSA SECURITY STANDARDS",2/19/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324FA0010096&modNumber=P00001&idvAgencyID=&idvPIID=28321319A00040006&contractType=AWARD,"$345,941 ",BPA Call,Final,2800 28321324FA0010096,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/20/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,C47BNA8GM833,ACCENTURE FEDERAL SERVICES LLC,VIRGINIA 08,222032151,"Corporate Entity, Not Tax Exempt
For Profit Organization
Limited Liability Corporation",,,3/12/24,,SPECIALIZED ADVISO,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,"This modification is a complete Termination for the Convenience of
the Government",
SOCIAL SECURITY ADMINISTRATION,Vocational Expert (VE) Consultative Services to Support the Social Security Administration (SSA) Disability Program’s Policy and Practice,2/19/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324FA0010275&modNumber=P00001&idvAgencyID=&idvPIID=28321324A00040004&contractType=AWARD,"$197,143 ",BPA Call,Final,28321324FA0010275,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/21/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,G3HKA2SVBNK7,"IPSOS PUBLIC AFFAIRS, LLC",CONNECTICUT 04,068511070,"Corporate Entity, Not Tax Exempt
For Profit Organization
Limited Liability Corporation",,,9/27/24,,BLANKET PURCHASE,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,"ORDP Research BPA Call Order - Vocational Expert (VE) consultative
services-Unilateral modification to terminate this Call Order for
the convenience of the Government.",
SOCIAL SECURITY ADMINISTRATION,SUPPLEMENTAL SECURITY INCOME OUTREACH EVALUATION (SSI-OE) PROJECT FOR TWO SUPPLEMENTAL SECURITY INCOME (SSI) OUTREACH INITIATIVES: (1) THIRD PARTY ASSISTANCE (TPA) AND (2) ELECTRONIC SSA PROTECTIVE FILING TOOL (ESPF).,2/20/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324FDX030155&modNumber=P00002&idvAgencyID=&idvPIID=47QRAD19DU209&contractType=AWARD,"$6,608,711 ",Delivery/Task Order,Final,28321324FDX030155,P00002,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),1/22/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,T41EGEAK2L35,MATHEMATICA INC.,NEW JERSEY 12,085406346,"For Profit Organization
Subchapter S Corporation",,,7/16/24,,,R410,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/,541211,OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS,"Supplemental Security Income Outreach Evaluation (SSI-OE) Project
(Limit 250 characters)
for two Supplemental Security Income (SSI) outreach initiatives:
Current: 237
Third Party Assistance (TPA) -- Modification to completely",
SOCIAL SECURITY ADMINISTRATION,"MARYLAND (MD) - ENUMERATION AT BIRTH (EAB) AND RACE AND ETHNICITY (RE) RECORDS  (Note: Only the DEI values are included in the ceiling, dollars obligated and saving values)",2/20/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324P00050219&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,896,297 ",Purchase Order,Final,2800 28321324P00050219,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/19/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,WEKKFLPD6H91,MARYLAND DEPARTMENT OF HEALTH,MARYLAND 07,212152216,U.S. State Government,,,6/28/24,,ENUMERATION AT BIR,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEV,518210,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA P","Maryland (MD) - Enumeration at Birth (EAB) - Partial Termination
(Limit 250 characters)
for convenience of Race and Ethnicity (RE) records",
SOCIAL SECURITY ADMINISTRATION,"THE PURPOSE OF THIS DELIVERY ORDER IS TO RENEW THE CQ.COM ONLINE DATABASE SUBSCRIPTION, PROVIDED BY CQ-ROLL CALL, INC. THROUGH FEDLINK IDIQ CONTRACT #: LCFDL23D0031.",2/20/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324FDX030182&modNumber=P00001&idvAgencyID=&idvPIID=03310318DL19C0008&contractType=AWARD,"$454,834 ",Delivery/Task Order,Final,2800 28321324FDX030182,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/20/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,N8K7N7GJAZ73,"CQ-ROLL CALL, INC.",DISTRICT OF COLUMBIA 98,200064061,"Corporate Entity, Not Tax Exempt",,,9/16/24,,DIGITAL LIBRARY,7630,NEWSPAPERS AND PERIODICALS,519190,ALL OTHER INFORMATION SERVICES,"The Purpose of this Delivery order is to renew the CQ.com online
database subscription, provided by CQ-Roll Call, Inc. through
FEDLINK IDIQ Contract #: LCFDL23D0031.",
SOCIAL SECURITY ADMINISTRATION,National Journal Daily and the Hotline provide in-depth information on legislative processes that may affect SSA. The on-line news services will enable SSA to prepare for mandated Congressional Hearings and testimony that relate to the Congress of the United States and to search for markups to SSA programs.,2/20/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324P00050125&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$242,085 ",Purchase Order,Final,28321324P00050125,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/20/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,CX9ANYYZSDA9,NATIONAL JOURNAL GROUP LLC,DISTRICT OF COLUMBIA 98,200372403,"Corporate Entity, Not Tax Exempt","For Profit Organization
Limited Liability Corporation",,5/9/24,,DLDS SMALL PURCHA,DH10,IT AND TELECOM - PLATFORM AS A SERVICE: DATABA,519210,LIBRARIES AND ARCHIVES,"National Journal Daily and the Hotline provide in-depth information
(Limit 250 characters)
on legislative processes that may affect SSA. The on-line news
services will enable SSA to prepare for mandated Congressional",
SOCIAL SECURITY ADMINISTRATION,The purpose of modification is to exercise option year two (2). Period of Performance 10/01/2024 thru 09/30/2025. Annual subscriptions to legislative tracking service known as National Journal.com,2/20/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321323P00050001&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$124,759 ",Purchase Order,Final,28321323P0005,P00004,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/20/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,CX9ANYYZSDA9,NATIONAL JOURNAL GROUP LLC,DISTRICT OF COLUMBIA 98,200372403,"Corporate Entity, Not Tax Exempt",,,10/1/22,,IT SMALL PURCHASES,DH10,IT AND TELECOM - PLATFORM AS A SERVICE: DATABA,511120,PERIODICAL PUBLISHERS,"The purpose of modification is to exercise option year two (2).
(Limit 250 characters)
Period of Performance 10/01/2024 thru 09/30/2025. Annual
Current: 196
subscriptions to legislative tracking service known as National
l",
SOCIAL SECURITY ADMINISTRATION,"CQ-ROLL CALL, INTERNET-BASED LEGISLATIVE TRACKING SUBSCRIPTION. PERIOD OF PERFORMANCE: 10/01/2024 - 09/30/2025.",2/20/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321325FDX030008&modNumber=P00001&idvAgencyID=&idvPIID=03310318DL19C0008&contractType=AWARD,"$82,954 ",Delivery/Task Order,Final,28321325FDX030008,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/20/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,N8K7N7GJAZ73,"CQ-ROLL CALL, INC.",DISTRICT OF COLUMBIA 98,200064061,"Corporate Entity, Not Tax Exempt",,,10/1/24,,NOT APPLICABLE,7630,NEWSPAPERS AND PERIODICALS,519190,ALL OTHER INFORMATION SERVICES,"CQ-Roll Call, Internet-Based Legislative Tracking Subscription.",
SOCIAL SECURITY ADMINISTRATION,"CQ-ROLL CALL, INC. CUSTOM TRANSCRIPTS SUBSCRIPTION. PERIOD OF PERFORMANCE: 10/01/2024 - 09/30/2025.",2/20/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321325FDX030009&modNumber=P00001&idvAgencyID=&idvPIID=03310318DL19C0008&contractType=AWARD,"$14,325 ",Delivery/Task Order,Final,28321325FDX030009,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/20/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,N8K7N7GJAZ73,"CQ-ROLL CALL, INC.",98,200064061,"Corporate Entity, Not Tax Exempt",,,10/1/24,,IT SMALL PURCHASES,7630,NEWSPAPERS AND PERIODICALS,519190,ALL OTHER INFORMATION SERVICES,"CQ-Roll Call, Inc. Custom Transcripts Subscription. Period of
(Limit 250 characters) Performance: 10/01/2024 - 09/30/2025.",
SOCIAL SECURITY ADMINISTRATION,"ARIZONA (AZ) - ENUMERATION AT BIRTH (EAB) AND RACE AND ETHNICITY (RE) RECORDS (Note: Only the DEI values are included in the ceiling, dollars obligated and saving values)",2/24/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324P00050209&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$2,163,752 ",Purchase Order,Final,2800 28321324P00050209,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/21/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,QMWUG1AMYF65,ARIZONA DEPARTMENT OF HEALTH SE,ARIZONA 03,850073248,U.S. State Government,,,6/26/24,,ENUMERATION AT BIR,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEV,518210,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA P","Arizona (AZ) - Enumeration at Birth (EAB) - Partial termination of
the Race and Ethnicity (RE) records requirement",
SOCIAL SECURITY ADMINISTRATION,"MICHIGAN (MI) - ENUMERATION AT BIRTH (EAB) AND RACE AND ETHNICITY (RE) RECORDS (Note: Only the DEI values are included in the ceiling, dollars obligated and saving values)",2/25/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324P00050229&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$2,915,333 ",Purchase Order,Final,2800 28321324P00050229,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/24/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,C2AQVDYYUAS7,MICHIGAN HEALTH AND HUMAN SERV,MICHIGAN 07,489331805,U.S. State Government,,,6/26/24,,ENUMERATION AT BIR,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEV,518210,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA P","Michigan (MI) - Enumeration at Birth (EAB) and Race and Ethnicity
(RE) records",
SOCIAL SECURITY ADMINISTRATION,"New Mexico Enumeration at Birth:  Collection of Race & Ethnicity Data for Newborn and Newborn's Parents for Research and Statistical Purposes (Note: Only the DEI values are included in the ceiling, dollars obligated and saving values)",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324P00050235&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$594,031 ",Purchase Order,Final,28321324P00050235,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/25/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,E7TEBXBL17P5,DEPARTMENT OF HEALTH NEW MEXIC,NEW MEXICO 03,875054173,U.S. State Government,,,6/26/24,,ENUMERATION AT BIR,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEV,518210,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA P","New Mexico (NM) - Enumeration at Birth (EAB) - The purpose of this
(Limit 250 characters)
Modification is to partially terminate the race and ethnicity
requirements under clause 52.212-4(l) Contract Terms and Conditions
i ti f th G t C i",
SOCIAL SECURITY ADMINISTRATION,"National Association for Public Health and Information Systems, Inc:  STEVE Mailbox to Transmit Race & Ethnicity Data from Birth Records Sent to SSA by States and Various Jurisdictions   (Note: Only the DEI values are included in the ceiling, dollars obligated and saving values)",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321323P00050165&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=AWARD,"$484,457 ",Purchase Order,Final,28321323P00050165,P00004,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),3/4/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,LE2NJS6B9LM5,NATIONAL ASSOCIATION FOR PUBLIC,MARYLAND 08,207831125,"Corporate Entity, Tax Exempt",Non Profit Organization,,9/28/23,,STATE AND TERRITOR,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEV,518210,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA P","State and Territorial Exchange of Vital Events (STEVE) system
(Limit 250 characters)
mailbox PO to enable SSA to continue obtaining, processing, and
storage of newborn and parent race and ethnicity data in the Race
d th i it C ll ti S t ( CS) th h th",
SOCIAL SECURITY ADMINISTRATION,"Rhode Island Enumeration at Birth:  Collection of Race & Ethnicity Data for Newborn and Newborn's Parents for Research and Statistical Purposes  (Note: Only the DEI values are included in the ceiling, dollars obligated and saving values)",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324P00050237&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$290,588 ",Purchase Order,Final,28321324P00050237,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/25/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,CNUEKKM8J9N6,"HEALTH, RHODE ISLAND DEPARTMENT",RHODE ISLAND 01,029085034,U.S. State Government,,,6/29/24,,ENUMERATION AT BIR,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEV,518210,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA P","Rhode Island (RI) - Enumeration at Birth (EAB) - The purpose of
this Modification is to partially terminate the race and ethnicity
requirements under clause 52.212-4(l) Contract Terms and Conditions",
SOCIAL SECURITY ADMINISTRATION,"Commonwealth of the Northern Mariana Islands Enumeration at Birth:  Collection of Race & Ethnicity Data for Newborn and Newborn's Parents for Research and Statistical Purposes  (Note: Only the DEI values are included in the ceiling, dollars obligated and saving values)",2/26/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324P00050213&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD,"$15,828 ",Purchase Order,Final,280028321324P00050213,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),2/25/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,J9ANMNJ3QJM6,COMMONWEALTH HEALTHCARE CORP,98,96950,"U.S. State Government
U.S. Local Government
Hospital",,,6/26/24,,ENUMERATION AT BIR,R612,SUPPORT- ADMINISTRATIVE: INFORMATION RETRIEV,518210,"COMPUTING INFRASTRUCTURE PROVIDERS, DATA P","Commonwealth of the Northern Mariana Islands (CNMI) - Enumeration
(Limit 250 characters)
at Birth (EAB) and Race and Ethnicity (RE) records. The purpose of
Current: 250
this Modification is to partially terminate under clause 52.212-
4(l) C t t d C diti i ti f th",
SOCIAL SECURITY ADMINISTRATION,CALL ORDER UNDER CYBERSECURITY BLANKET PURCHASE AGREEMENT (BPA) #28321319A00040003 TO ACQUIRE ZERO TRUST ARCHITECTURE (ZTA) PROGRAM SUPPORT SERVICES.,3/12/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324FA0010047&modNumber=P00002&idvAgencyID=&idvPIID=28321319A00040003&contractType=AWARD,"$398,744 ",BPA Call,Final,2800 28321324FA0010047,P00002,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),3/14/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,VIRGINIA 08,222091742,Partnership or Limited Liability Partnership,,,1/3/24,,CYBERSECURITY AND,DJ10,IT AND TELECOM - SECURITY AND COMPLIANCE AS A,541512,COMPUTER SYSTEMS DESIGN SERVICES,"MOD02 - The purpose of this unilateral modification is to Terminate
for Convenience and revise the period of performance end date to
March 14, 2025.",
SOCIAL SECURITY ADMINISTRATION,CALL ORDER FOR INCIDENT RESPONSE PLAN SUPPORT SERVICES - BLANKET PURCHASE AGREEMENT 28321319A00040003,3/12/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321324FA0010064&modNumber=P00002&idvAgencyID=&idvPIID=28321319A00040003&contractType=AWARD,"$434,581 ",BPA Call,Final,2800 28321324FA0010064,P00002,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),3/14/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,VIRGINIA 08,222091742,Partnership or Limited Liability Partnership,,,2/7/24,,CYBERSECURITY AND,DJ01,IT AND TELECOM - SECURITY AND COMPLIANCE SUP,541512,COMPUTER SYSTEMS DESIGN SERVICES,"MOD02 - The purpose of this unilateral modification is to Terminate
for Convenience and revise the period of performance end date to
March 14, 2025.",
SOCIAL SECURITY ADMINISTRATION,CALL ORDER FOR CDM PROGRAM MANAGEMENT SUPPORT. PERIOD OF PERFORMANCE: 07/15/2020-07/14/2021.,3/12/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321320FA0010089&modNumber=P00005&idvAgencyID=&idvPIID=28321319A00040003&contractType=AWARD,"$1,569,294 ",BPA Call,Final,2800 28321320FA0010089,P00005,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),3/13/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,VIRGINIA 08,222091742,Partnership or Limited Liability Partnership,,,7/15/20,,CYBERSECURITY AND,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICAT,541512,COMPUTER SYSTEMS DESIGN SERVICES,"MOD05 - The purpose of this unilateral modification is to Terminate
for Convenience and revise the period of performance end date to
March 14, 2025.",
SOCIAL SECURITY ADMINISTRATION,CYBER SECURITY RISK MANAGEMENT SUPPPORT SERVICES,3/12/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321325FDX030061&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=AWARD,"$611,391 ",Delivery/Task Order,Final,28321325FDX030061,P00001,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),3/14/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,CKV2L9GZKJK3,DELOITTE CONSULTING LLP,VIRGINIA 08,222091742,Partnership or Limited Liability Partnership,,,2/14/25,,CYBER SECURITY RIS,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MAN,"The Cybersecurity Risk Management Program is an integrated
organization-wide cyber security risk management (CSRM) program to
allow line leaders through senior executives to prioritize risk and
k lid i k b d d i i difi ti 1 t t i",
SOCIAL SECURITY ADMINISTRATION,"Manage and operate the headquarters and Wabash, Albequerque, Wilkes-Barre, Richmond, and Birmingham fitness centers for SSA.",3/13/25,https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2800&PIID=28321320C00060027&modNumber=P00012&idvAgencyID=&idvPIID=&contractType=AWARD,"$1,884,500 ",Definitive Contract,Final,28321320C00060027,P00012,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),3/12/25,2800,283213,SSA OFC OF ACQUISITION GRANTS,2800,SOCIAL SECURITY ADMINISTRATION,283213,SSA OFC OF ACQUISITION GRANTS,MCMGH44PNB95,AQUILA FITNESS CONSULTING SYSTE,FLORIDA 27,331313258,"Corporate Entity, Not Tax Exempt",,,9/25/20,,"HQ, WABASH, WBDOC",M1PA,OPERATION OF RECREATION FACILITIES (NON-BUILD,713940,FITNESS AND RECREATIONAL SPORTS CENTERS,"Aquila. Modification 12 to terminate for convenience.
(Limit 250 characters)
Fitness/Wellness Management & Operations Services.",
